site,hit,question,category,worker,worktime,answer
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A22R2NKWSYZ0KU,127,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A22R2NKWSYZ0KU,127,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A22R2NKWSYZ0KU,127,2
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A22R2NKWSYZ0KU,127,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A22R2NKWSYZ0KU,127,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A22R2NKWSYZ0KU,127,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A22R2NKWSYZ0KU,127,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A6LUA3WLPQ7OG,49,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A6LUA3WLPQ7OG,49,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A6LUA3WLPQ7OG,49,2
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A6LUA3WLPQ7OG,49,2
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A6LUA3WLPQ7OG,49,4
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A6LUA3WLPQ7OG,49,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A6LUA3WLPQ7OG,49,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1ULLPIT6EU99K,52,0
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1ULLPIT6EU99K,52,0
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1ULLPIT6EU99K,52,0
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1ULLPIT6EU99K,52,0
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1ULLPIT6EU99K,52,0
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A1ULLPIT6EU99K,52,0
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1ULLPIT6EU99K,52,0
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,APWBUB0PDRLS5,175,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,APWBUB0PDRLS5,175,4
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,APWBUB0PDRLS5,175,3
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,APWBUB0PDRLS5,175,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,APWBUB0PDRLS5,175,4
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,APWBUB0PDRLS5,175,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,APWBUB0PDRLS5,175,2
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AQ4PB1PVI9U7V,729,2
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AQ4PB1PVI9U7V,729,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AQ4PB1PVI9U7V,729,3
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AQ4PB1PVI9U7V,729,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AQ4PB1PVI9U7V,729,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,AQ4PB1PVI9U7V,729,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AQ4PB1PVI9U7V,729,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3VOMP0WOJTB4I,846,3
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3VOMP0WOJTB4I,846,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3VOMP0WOJTB4I,846,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3VOMP0WOJTB4I,846,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3VOMP0WOJTB4I,846,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A3VOMP0WOJTB4I,846,5
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3VOMP0WOJTB4I,846,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3SIR6994WP6V,237,1
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3SIR6994WP6V,237,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3SIR6994WP6V,237,1
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3SIR6994WP6V,237,1
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3SIR6994WP6V,237,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A3SIR6994WP6V,237,1
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3SIR6994WP6V,237,1
conference,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A27I79P03I0ZPO,335,4
conference,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A27I79P03I0ZPO,335,5
conference,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A27I79P03I0ZPO,335,4
conference,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A27I79P03I0ZPO,335,4
conference,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A27I79P03I0ZPO,335,5
conference,3,The website used vocabulary familiar to me,Match between System and the Real World,A27I79P03I0ZPO,335,4
conference,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A27I79P03I0ZPO,335,4
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A30ZBG4SIBCC2A,34,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A30ZBG4SIBCC2A,34,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A30ZBG4SIBCC2A,34,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A30ZBG4SIBCC2A,34,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A30ZBG4SIBCC2A,34,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A30ZBG4SIBCC2A,34,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A30ZBG4SIBCC2A,34,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A19G248ZRHWWHT,245,5
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A19G248ZRHWWHT,245,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A19G248ZRHWWHT,245,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A19G248ZRHWWHT,245,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A19G248ZRHWWHT,245,4
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A19G248ZRHWWHT,245,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A19G248ZRHWWHT,245,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,ARQMVL81K3VZG,1080,4
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,ARQMVL81K3VZG,1080,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,ARQMVL81K3VZG,1080,3
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,ARQMVL81K3VZG,1080,5
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,ARQMVL81K3VZG,1080,4
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,ARQMVL81K3VZG,1080,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,ARQMVL81K3VZG,1080,5
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3SW1BXR31CZY0,164,2
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3SW1BXR31CZY0,164,3
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3SW1BXR31CZY0,164,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3SW1BXR31CZY0,164,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3SW1BXR31CZY0,164,4
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A3SW1BXR31CZY0,164,3
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3SW1BXR31CZY0,164,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1U58BHNI9ECGV,115,3
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1U58BHNI9ECGV,115,2
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1U58BHNI9ECGV,115,4
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1U58BHNI9ECGV,115,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1U58BHNI9ECGV,115,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A1U58BHNI9ECGV,115,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1U58BHNI9ECGV,115,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2TOWO0Q1ZJF4H,99,2
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2TOWO0Q1ZJF4H,99,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2TOWO0Q1ZJF4H,99,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2TOWO0Q1ZJF4H,99,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2TOWO0Q1ZJF4H,99,4
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A2TOWO0Q1ZJF4H,99,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2TOWO0Q1ZJF4H,99,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A34AL11AXC9KK8,122,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A34AL11AXC9KK8,122,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A34AL11AXC9KK8,122,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A34AL11AXC9KK8,122,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A34AL11AXC9KK8,122,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A34AL11AXC9KK8,122,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A34AL11AXC9KK8,122,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,AJMWITY1XT7H7,41,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AJMWITY1XT7H7,41,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AJMWITY1XT7H7,41,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AJMWITY1XT7H7,41,4
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AJMWITY1XT7H7,41,2
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,AJMWITY1XT7H7,41,3
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AJMWITY1XT7H7,41,2
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3VOMP0WOJTB4I,771,2
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3VOMP0WOJTB4I,771,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3VOMP0WOJTB4I,771,5
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3VOMP0WOJTB4I,771,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3VOMP0WOJTB4I,771,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A3VOMP0WOJTB4I,771,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3VOMP0WOJTB4I,771,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A19HCBT1EH8484,604,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A19HCBT1EH8484,604,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A19HCBT1EH8484,604,5
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A19HCBT1EH8484,604,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A19HCBT1EH8484,604,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A19HCBT1EH8484,604,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A19HCBT1EH8484,604,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,ADAIY3ZVOWQFB,1073,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,ADAIY3ZVOWQFB,1073,3
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,ADAIY3ZVOWQFB,1073,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,ADAIY3ZVOWQFB,1073,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,ADAIY3ZVOWQFB,1073,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,ADAIY3ZVOWQFB,1073,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,ADAIY3ZVOWQFB,1073,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2GY4KKNZ73T5B,99,2
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2GY4KKNZ73T5B,99,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2GY4KKNZ73T5B,99,2
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2GY4KKNZ73T5B,99,4
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2GY4KKNZ73T5B,99,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A2GY4KKNZ73T5B,99,4
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2GY4KKNZ73T5B,99,2
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,AQ4PB1PVI9U7V,757,2
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AQ4PB1PVI9U7V,757,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AQ4PB1PVI9U7V,757,5
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AQ4PB1PVI9U7V,757,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AQ4PB1PVI9U7V,757,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,AQ4PB1PVI9U7V,757,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AQ4PB1PVI9U7V,757,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3774HPOUKYTX7,717,3
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3774HPOUKYTX7,717,3
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3774HPOUKYTX7,717,2
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3774HPOUKYTX7,717,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3774HPOUKYTX7,717,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A3774HPOUKYTX7,717,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3774HPOUKYTX7,717,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2NXDGNJXC6KFJ,135,3
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2NXDGNJXC6KFJ,135,2
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2NXDGNJXC6KFJ,135,4
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2NXDGNJXC6KFJ,135,2
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2NXDGNJXC6KFJ,135,3
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A2NXDGNJXC6KFJ,135,2
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2NXDGNJXC6KFJ,135,3
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,AAWKOMPUB02SL,93,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AAWKOMPUB02SL,93,5
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AAWKOMPUB02SL,93,1
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AAWKOMPUB02SL,93,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AAWKOMPUB02SL,93,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,AAWKOMPUB02SL,93,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AAWKOMPUB02SL,93,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3OBNRL82QL59X,251,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3OBNRL82QL59X,251,1
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3OBNRL82QL59X,251,3
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3OBNRL82QL59X,251,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3OBNRL82QL59X,251,4
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A3OBNRL82QL59X,251,0
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3OBNRL82QL59X,251,1
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,AEDV0CBBPU0RE,33,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AEDV0CBBPU0RE,33,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AEDV0CBBPU0RE,33,2
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AEDV0CBBPU0RE,33,2
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AEDV0CBBPU0RE,33,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,AEDV0CBBPU0RE,33,5
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AEDV0CBBPU0RE,33,2
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2DNSD743W4OC2,88,4
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2DNSD743W4OC2,88,3
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2DNSD743W4OC2,88,2
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2DNSD743W4OC2,88,3
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2DNSD743W4OC2,88,3
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A2DNSD743W4OC2,88,3
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2DNSD743W4OC2,88,2
scratchpad,1,I found myself in situations where I could not go back to a previous state,User control and Freedom,A80PZ8RASZZJI,91,1
scratchpad,1,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A80PZ8RASZZJI,91,4
scratchpad,1,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A80PZ8RASZZJI,91,2
scratchpad,1,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A80PZ8RASZZJI,91,1
scratchpad,1,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A80PZ8RASZZJI,91,5
scratchpad,1,The website used vocabulary familiar to me,Match between System and the Real World,A80PZ8RASZZJI,91,4
scratchpad,1,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A80PZ8RASZZJI,91,1
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AEDV0CBBPU0RE,95,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AEDV0CBBPU0RE,95,4
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AEDV0CBBPU0RE,95,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AEDV0CBBPU0RE,95,4
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AEDV0CBBPU0RE,95,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,AEDV0CBBPU0RE,95,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,AEDV0CBBPU0RE,95,4
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3VOMP0WOJTB4I,603,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3VOMP0WOJTB4I,603,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3VOMP0WOJTB4I,603,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3VOMP0WOJTB4I,603,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3VOMP0WOJTB4I,603,5
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A3VOMP0WOJTB4I,603,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A3VOMP0WOJTB4I,603,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2RFAD589KQRX5,1680,2
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2RFAD589KQRX5,1680,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2RFAD589KQRX5,1680,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2RFAD589KQRX5,1680,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2RFAD589KQRX5,1680,5
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A2RFAD589KQRX5,1680,2
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A2RFAD589KQRX5,1680,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A25QEOBUEVJ750,205,3
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A25QEOBUEVJ750,205,4
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A25QEOBUEVJ750,205,2
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A25QEOBUEVJ750,205,4
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A25QEOBUEVJ750,205,2
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A25QEOBUEVJ750,205,2
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A25QEOBUEVJ750,205,4
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AVNQIYIWOFMIR,657,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AVNQIYIWOFMIR,657,4
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AVNQIYIWOFMIR,657,2
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AVNQIYIWOFMIR,657,3
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AVNQIYIWOFMIR,657,3
scratchpad,2,The website often did not act as I thought it would,Error Prevention,AVNQIYIWOFMIR,657,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,AVNQIYIWOFMIR,657,4
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A1YX741QQSMKPS,110,5
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A1YX741QQSMKPS,110,1
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A1YX741QQSMKPS,110,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A1YX741QQSMKPS,110,1
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A1YX741QQSMKPS,110,1
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A1YX741QQSMKPS,110,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A1YX741QQSMKPS,110,1
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,ADAIY3ZVOWQFB,96,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,ADAIY3ZVOWQFB,96,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,ADAIY3ZVOWQFB,96,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,ADAIY3ZVOWQFB,96,3
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,ADAIY3ZVOWQFB,96,3
scratchpad,2,The website often did not act as I thought it would,Error Prevention,ADAIY3ZVOWQFB,96,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,ADAIY3ZVOWQFB,96,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A30ZBG4SIBCC2A,64,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A30ZBG4SIBCC2A,64,2
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A30ZBG4SIBCC2A,64,2
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A30ZBG4SIBCC2A,64,4
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A30ZBG4SIBCC2A,64,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A30ZBG4SIBCC2A,64,3
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A30ZBG4SIBCC2A,64,3
